timestamp,package_id,rfid_tag,location,shipping_status,customs_status,estimated_delivery,temperature_celsius
2025-05-30 03:03:45.217006,PKG1350,RFID-746679,In Transit - Air,Flight en route to PH,N/A,2025-05-31,17.9
2025-05-28 21:03:45.217013,PKG5860,RFID-299448,Pasig City Hub,Out for delivery,N/A,2025-06-02,15.3
2025-05-28 07:03:45.217020,PKG4583,RFID-533179,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,20.9
2025-05-28 08:03:45.217027,PKG3620,RFID-987094,Pasig City Hub,Out for delivery,N/A,2025-05-29,26.7
2025-05-28 15:03:45.217054,PKG5975,RFID-868631,PH Customs,Under customs inspection,Pending,2025-06-01,24.0
2025-05-26 20:03:45.217067,PKG8999,RFID-256072,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,29.5
2025-05-29 13:03:45.217076,PKG4988,RFID-415366,"Shenzhen, China",Package received,N/A,2025-05-30,22.3
2025-05-28 15:03:45.217083,PKG5650,RFID-259540,PH Customs,Under customs inspection,Pending,2025-06-02,25.2
2025-05-27 08:03:45.217092,PKG6816,RFID-183630,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,27.1
2025-05-29 10:03:45.217099,PKG4386,RFID-961346,Pasig City,Delivered,N/A,2025-05-31,16.4
2025-05-31 02:03:45.217107,PKG4072,RFID-261462,Pasig City,Delivered,N/A,2025-06-05,21.9
2025-05-27 12:03:45.217116,PKG6740,RFID-115058,Shanghai Customs,Cleared customs,Cleared,2025-05-29,18.9
2025-05-27 18:03:45.217124,PKG1183,RFID-552622,Pasig City,Delivered,N/A,2025-05-30,15.9
2025-05-28 11:03:45.217133,PKG2807,RFID-425453,Pasig City,Delivered,N/A,2025-05-30,18.6
2025-05-27 00:03:45.217142,PKG7327,RFID-727646,Pasig City,Delivered,N/A,2025-05-28,17.1
2025-05-31 05:03:45.217149,PKG8462,RFID-942332,PH Customs,Cleared customs,Cleared,2025-06-05,18.5
2025-05-26 04:03:45.217158,PKG5373,RFID-725196,PH Customs,Cleared customs,Cleared,2025-05-31,21.9
2025-05-31 07:03:45.217165,PKG3385,RFID-563036,Shanghai Customs,Cleared customs,Cleared,2025-06-01,19.1
2025-05-26 21:03:45.217173,PKG2496,RFID-270430,Pasig City Hub,Out for delivery,N/A,2025-05-31,18.0
2025-05-31 08:03:45.217181,PKG3275,RFID-703927,Pasig City Hub,Out for delivery,N/A,2025-06-02,15.4
2025-05-26 15:03:45.217189,PKG9329,RFID-803242,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,26.0
2025-05-28 09:03:45.217197,PKG1652,RFID-410586,Pasig City,Delivered,N/A,2025-05-31,22.0
2025-05-30 01:03:45.217204,PKG4961,RFID-887915,PH Customs,Cleared customs,Cleared,2025-05-31,15.0
2025-05-26 12:03:45.217213,PKG5152,RFID-690500,PH Customs,Under customs inspection,Pending,2025-05-31,28.1
2025-05-31 16:03:45.217222,PKG9324,RFID-380193,In Transit - Air,Flight en route to PH,N/A,2025-06-04,18.6
2025-05-25 19:03:45.217230,PKG8731,RFID-130569,"Shenzhen, China",Package received,N/A,2025-05-28,21.2
2025-05-31 13:03:45.217239,PKG3762,RFID-787997,Pasig City Hub,Out for delivery,N/A,2025-06-01,27.7
2025-05-26 23:03:45.217253,PKG9907,RFID-220330,Shanghai Customs,Cleared customs,Cleared,2025-05-29,24.1
2025-05-31 01:03:45.217260,PKG2404,RFID-423505,Shanghai Customs,Cleared customs,Cleared,2025-06-04,19.7
2025-05-27 02:03:45.217268,PKG1254,RFID-164936,PH Customs,Under customs inspection,Pending,2025-05-28,17.7
2025-05-27 13:03:45.217277,PKG7528,RFID-732631,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,17.4
2025-05-31 16:03:45.217287,PKG6386,RFID-156356,"Shenzhen, China",Package received,N/A,2025-06-02,17.3
2025-05-27 00:03:45.217295,PKG9010,RFID-939935,Pasig City,Delivered,N/A,2025-05-29,26.1
2025-05-28 04:03:45.217302,PKG8500,RFID-108430,PH Customs,Under customs inspection,Pending,2025-06-01,15.9
2025-05-27 01:03:45.217310,PKG9278,RFID-464954,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,16.5
2025-05-26 13:03:45.217317,PKG2682,RFID-216494,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,15.2
2025-05-29 04:03:45.217325,PKG6787,RFID-824547,PH Customs,Under customs inspection,Pending,2025-06-03,15.1
2025-05-28 02:03:45.217332,PKG4930,RFID-675440,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,17.1
2025-05-29 14:03:45.217340,PKG6701,RFID-798367,Pasig City Hub,Out for delivery,N/A,2025-06-03,24.2
2025-05-30 01:03:45.217347,PKG8495,RFID-532562,Pasig City Hub,Out for delivery,N/A,2025-06-04,15.5
2025-05-25 22:03:45.217354,PKG2133,RFID-107189,Shanghai Customs,Cleared customs,Cleared,2025-05-27,24.7
2025-05-26 15:03:45.217362,PKG4413,RFID-146838,"NAIA, Manila",Arrived in destination country,N/A,2025-05-27,23.3
2025-05-29 23:03:45.217370,PKG6167,RFID-618497,Pasig City Hub,Out for delivery,N/A,2025-05-31,23.6
2025-05-30 05:03:45.217377,PKG4225,RFID-687399,Shanghai Customs,Cleared customs,Cleared,2025-06-03,28.1
2025-05-29 17:03:45.217385,PKG7062,RFID-958812,"Shenzhen, China",Package received,N/A,2025-06-01,27.8
2025-05-28 04:03:45.217393,PKG9335,RFID-589018,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,15.5
2025-05-29 10:03:45.217402,PKG8936,RFID-435730,Shanghai Customs,Cleared customs,Cleared,2025-06-03,20.8
2025-05-29 16:03:45.217414,PKG9967,RFID-143955,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,21.9
2025-05-29 01:03:45.217422,PKG6876,RFID-846722,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,29.7
2025-05-31 11:03:45.217430,PKG2591,RFID-119891,PH Customs,Cleared customs,Cleared,2025-06-03,24.7
2025-05-27 01:03:45.217437,PKG5650,RFID-619918,"Shenzhen, China",Package received,N/A,2025-05-31,20.0
2025-05-31 02:03:45.217449,PKG9117,RFID-556242,PH Customs,Cleared customs,Cleared,2025-06-02,29.6
2025-05-27 18:03:45.217458,PKG4676,RFID-148213,PH Customs,Cleared customs,Cleared,2025-05-28,22.7
2025-05-31 07:03:45.217466,PKG7688,RFID-286258,"Shenzhen, China",Package received,N/A,2025-06-01,27.4
2025-05-27 00:03:45.217474,PKG8470,RFID-219886,In Transit - Air,Flight en route to PH,N/A,2025-05-28,18.1
2025-05-31 06:03:45.217481,PKG2758,RFID-409202,PH Customs,Cleared customs,Cleared,2025-06-02,17.9
2025-05-26 13:03:45.217489,PKG8158,RFID-764013,Pasig City Hub,Out for delivery,N/A,2025-05-29,17.8
2025-05-30 18:03:45.217497,PKG2263,RFID-770946,Shanghai Customs,Cleared customs,Cleared,2025-05-31,24.5
2025-05-27 00:03:45.217505,PKG2722,RFID-663289,Pasig City,Delivered,N/A,2025-05-29,24.1
2025-05-27 10:03:45.217512,PKG9075,RFID-438500,"Shenzhen, China",Package received,N/A,2025-05-30,28.7
2025-05-29 17:03:45.217520,PKG4316,RFID-428850,"Shenzhen, China",Package received,N/A,2025-05-30,17.2
2025-05-26 05:03:45.217527,PKG8739,RFID-550008,PH Customs,Under customs inspection,Pending,2025-05-31,30.0
2025-05-28 04:03:45.217535,PKG3709,RFID-291260,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,29.8
2025-05-31 01:03:45.217543,PKG8887,RFID-325140,"NAIA, Manila",Arrived in destination country,N/A,2025-06-05,21.6
2025-05-27 05:03:45.217550,PKG1645,RFID-131855,Pasig City Hub,Out for delivery,N/A,2025-05-31,29.4
2025-05-30 04:03:45.217558,PKG2606,RFID-792219,PH Customs,Under customs inspection,Pending,2025-06-01,17.6
2025-05-30 12:03:45.217565,PKG4036,RFID-381660,Shanghai Customs,Cleared customs,Cleared,2025-06-03,24.3
2025-05-30 15:03:45.217573,PKG3925,RFID-237793,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,24.2
2025-05-28 19:03:45.217581,PKG7424,RFID-542387,Pasig City Hub,Out for delivery,N/A,2025-05-29,22.9
2025-05-30 14:03:45.217588,PKG6560,RFID-302090,Shanghai Customs,Cleared customs,Cleared,2025-06-02,27.8
2025-05-26 08:03:45.217595,PKG9263,RFID-919264,PH Customs,Cleared customs,Cleared,2025-05-31,15.0
2025-05-27 18:03:45.217602,PKG9184,RFID-895337,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,27.6
2025-05-28 03:03:45.217609,PKG7324,RFID-898648,Pasig City,Delivered,N/A,2025-05-29,15.4
2025-05-27 15:03:45.217616,PKG3093,RFID-310355,Pasig City,Delivered,N/A,2025-05-31,23.9
2025-05-30 21:03:45.217624,PKG9035,RFID-583737,Pasig City Hub,Out for delivery,N/A,2025-06-02,29.2
2025-05-29 18:03:45.217631,PKG5515,RFID-307366,Pasig City,Delivered,N/A,2025-05-30,26.8
2025-05-26 01:03:45.217639,PKG3446,RFID-423483,"NAIA, Manila",Arrived in destination country,N/A,2025-05-28,19.6
2025-05-26 04:03:45.217652,PKG7240,RFID-263333,Pasig City Hub,Out for delivery,N/A,2025-05-31,28.8
2025-05-28 18:03:45.217660,PKG2056,RFID-965798,Pasig City,Delivered,N/A,2025-06-01,15.3
2025-05-28 08:03:45.217667,PKG1147,RFID-646161,PH Customs,Under customs inspection,Pending,2025-06-02,15.0
2025-05-28 13:03:45.217674,PKG1101,RFID-260174,PH Customs,Cleared customs,Cleared,2025-06-02,17.1
2025-05-28 14:03:45.217682,PKG5484,RFID-384696,Pasig City,Delivered,N/A,2025-05-29,18.0
2025-05-30 10:03:45.217689,PKG7581,RFID-932500,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,23.3
2025-05-30 14:03:45.217697,PKG2323,RFID-695425,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,28.6
2025-05-29 04:03:45.217704,PKG1748,RFID-838744,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,21.1
2025-05-25 22:03:45.217714,PKG2826,RFID-419448,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,29.5
2025-05-26 14:03:45.217721,PKG9216,RFID-201035,Pasig City Hub,Out for delivery,N/A,2025-05-31,19.9
2025-05-26 07:03:45.217728,PKG6820,RFID-169360,In Transit - Air,Flight en route to PH,N/A,2025-05-27,23.8
2025-05-30 08:03:45.217736,PKG5240,RFID-419996,Pasig City,Delivered,N/A,2025-06-03,25.9
2025-05-30 01:03:45.217743,PKG1756,RFID-222575,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,21.0
2025-05-28 09:03:45.217750,PKG5124,RFID-346053,Shanghai Customs,Cleared customs,Cleared,2025-05-29,21.3
2025-05-28 09:03:45.217758,PKG1788,RFID-971744,Shanghai Customs,Cleared customs,Cleared,2025-06-01,23.6
2025-05-25 22:03:45.217765,PKG6098,RFID-271308,PH Customs,Cleared customs,Cleared,2025-05-29,26.1
2025-05-27 05:03:45.217772,PKG2806,RFID-922998,PH Customs,Cleared customs,Cleared,2025-05-28,16.5
2025-05-31 06:03:45.217779,PKG8133,RFID-621174,In Transit - Air,Flight en route to PH,N/A,2025-06-04,25.6
2025-05-30 21:03:45.217786,PKG4582,RFID-717108,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,25.8
2025-05-31 04:03:45.217794,PKG6908,RFID-131700,Pasig City Hub,Out for delivery,N/A,2025-06-04,28.6
2025-05-29 16:03:45.217802,PKG7992,RFID-982976,Pasig City,Delivered,N/A,2025-06-02,15.8
2025-05-29 07:03:45.217809,PKG1666,RFID-508672,"Shenzhen, China",Package received,N/A,2025-06-03,24.5
2025-05-26 08:03:45.217816,PKG7643,RFID-120566,PH Customs,Under customs inspection,Pending,2025-05-27,19.6
2025-05-28 13:03:45.217823,PKG8013,RFID-229572,PH Customs,Under customs inspection,Pending,2025-05-29,23.2
2025-05-29 00:03:45.217831,PKG6956,RFID-930441,Pasig City,Delivered,N/A,2025-05-31,26.3
2025-05-30 01:03:45.217838,PKG4308,RFID-898901,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,22.9
2025-05-27 23:03:45.217845,PKG1933,RFID-572765,PH Customs,Under customs inspection,Pending,2025-05-30,16.2
2025-05-27 06:03:45.217853,PKG3041,RFID-717668,"Shanghai, China",Departed from origin facility,N/A,2025-05-28,19.6
2025-05-27 11:03:45.217861,PKG8291,RFID-960425,"Shenzhen, China",Package received,N/A,2025-05-29,25.0
2025-05-30 22:03:45.217869,PKG3741,RFID-527491,PH Customs,Cleared customs,Cleared,2025-06-04,19.7
2025-05-30 19:03:45.217877,PKG4960,RFID-902015,PH Customs,Cleared customs,Cleared,2025-06-04,25.4
2025-05-30 11:03:45.217885,PKG6424,RFID-271816,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,23.8
2025-05-31 14:03:45.217892,PKG8344,RFID-414500,In Transit - Air,Flight en route to PH,N/A,2025-06-01,19.1
2025-05-26 14:03:45.217902,PKG5270,RFID-406323,In Transit - Air,Flight en route to PH,N/A,2025-05-30,18.7
2025-05-29 03:03:45.217911,PKG4824,RFID-207760,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,28.9
2025-05-30 06:03:45.217918,PKG4210,RFID-318372,Shanghai Customs,Cleared customs,Cleared,2025-05-31,18.0
2025-05-30 06:03:45.217926,PKG6036,RFID-900242,PH Customs,Cleared customs,Cleared,2025-06-03,23.1
2025-05-28 11:03:45.217933,PKG1132,RFID-636688,Pasig City,Delivered,N/A,2025-06-01,17.1
2025-05-29 04:03:45.217942,PKG8824,RFID-886290,Pasig City,Delivered,N/A,2025-05-30,20.8
2025-05-30 01:03:45.217950,PKG8246,RFID-495360,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,15.9
2025-05-30 15:03:45.217957,PKG9417,RFID-944826,PH Customs,Under customs inspection,Pending,2025-05-31,18.5
2025-05-31 17:03:45.217964,PKG8791,RFID-287783,Pasig City,Delivered,N/A,2025-06-04,21.8
2025-05-28 22:03:45.217972,PKG9395,RFID-171713,"Shenzhen, China",Package received,N/A,2025-06-01,18.8
2025-05-31 08:03:45.217979,PKG3904,RFID-569478,In Transit - Air,Flight en route to PH,N/A,2025-06-02,25.9
2025-05-26 13:03:45.217987,PKG4840,RFID-500408,In Transit - Air,Flight en route to PH,N/A,2025-05-29,17.3
2025-05-27 09:03:45.217997,PKG6697,RFID-627460,Pasig City Hub,Out for delivery,N/A,2025-05-31,19.3
2025-05-27 17:03:45.218005,PKG2427,RFID-889117,In Transit - Air,Flight en route to PH,N/A,2025-05-29,22.3
2025-05-29 19:03:45.218013,PKG3785,RFID-194935,PH Customs,Cleared customs,Cleared,2025-06-03,24.1
2025-05-27 01:03:45.218021,PKG5857,RFID-182967,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,16.9
2025-05-28 09:03:45.218028,PKG9687,RFID-524846,Shanghai Customs,Cleared customs,Cleared,2025-05-29,16.1
2025-05-29 14:03:45.218057,PKG2597,RFID-988804,In Transit - Air,Flight en route to PH,N/A,2025-05-31,16.6
2025-05-30 06:03:45.218072,PKG6655,RFID-731423,PH Customs,Cleared customs,Cleared,2025-05-31,16.4
2025-05-26 05:03:45.218080,PKG7868,RFID-674928,PH Customs,Cleared customs,Cleared,2025-05-31,15.6
2025-05-26 02:03:45.218087,PKG2194,RFID-778721,In Transit - Air,Flight en route to PH,N/A,2025-05-28,21.9
2025-05-29 19:03:45.218095,PKG2800,RFID-274958,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,16.2
2025-05-26 12:03:45.218103,PKG7574,RFID-445502,"Shanghai, China",Departed from origin facility,N/A,2025-05-27,15.2
2025-05-27 21:03:45.218110,PKG5957,RFID-820651,In Transit - Air,Flight en route to PH,N/A,2025-05-30,25.9
2025-05-30 20:03:45.218118,PKG9610,RFID-954333,Pasig City Hub,Out for delivery,N/A,2025-06-01,26.4
2025-05-28 08:03:45.218125,PKG9497,RFID-125034,PH Customs,Under customs inspection,Pending,2025-05-31,20.3
2025-05-26 05:03:45.218132,PKG5354,RFID-304551,Pasig City,Delivered,N/A,2025-05-29,16.1
2025-05-28 22:03:45.218140,PKG9688,RFID-135070,PH Customs,Cleared customs,Cleared,2025-05-31,25.8
2025-05-29 04:03:45.218148,PKG1974,RFID-658918,Pasig City Hub,Out for delivery,N/A,2025-05-30,25.5
2025-05-27 14:03:45.218157,PKG2768,RFID-837230,PH Customs,Under customs inspection,Pending,2025-05-29,18.8
2025-05-30 03:03:45.218165,PKG6004,RFID-913444,Pasig City Hub,Out for delivery,N/A,2025-05-31,26.2
2025-05-31 10:03:45.218172,PKG2573,RFID-646561,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,16.7
2025-05-28 20:03:45.218180,PKG1629,RFID-912598,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,15.1
2025-05-27 09:03:45.218187,PKG4854,RFID-581826,PH Customs,Under customs inspection,Pending,2025-05-29,25.0
2025-05-28 04:03:45.218195,PKG8540,RFID-882359,Shanghai Customs,Cleared customs,Cleared,2025-06-01,22.0
2025-05-29 22:03:45.218202,PKG9617,RFID-110342,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,29.5
2025-05-25 20:03:45.218209,PKG2897,RFID-693866,Shanghai Customs,Cleared customs,Cleared,2025-05-28,29.4
2025-05-27 23:03:45.218216,PKG1161,RFID-276425,In Transit - Air,Flight en route to PH,N/A,2025-05-30,29.8
2025-05-27 20:03:45.218224,PKG4713,RFID-169674,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,22.5
2025-05-30 08:03:45.218231,PKG4964,RFID-226703,Pasig City,Delivered,N/A,2025-06-04,21.3
2025-05-27 15:03:45.218238,PKG1648,RFID-696556,In Transit - Air,Flight en route to PH,N/A,2025-05-28,20.1
2025-05-29 02:03:45.218245,PKG3160,RFID-109832,PH Customs,Under customs inspection,Pending,2025-05-31,25.6
2025-05-27 17:03:45.218253,PKG7632,RFID-327812,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,17.1
2025-05-29 11:03:45.218260,PKG7644,RFID-140170,PH Customs,Under customs inspection,Pending,2025-06-02,29.5
2025-05-29 02:03:45.218267,PKG7970,RFID-404289,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,23.5
2025-05-27 04:03:45.218275,PKG8570,RFID-196584,Shanghai Customs,Cleared customs,Cleared,2025-05-30,16.6
2025-05-30 03:03:45.218282,PKG6486,RFID-852255,In Transit - Air,Flight en route to PH,N/A,2025-06-04,26.7
2025-05-26 07:03:45.218289,PKG1103,RFID-884534,PH Customs,Under customs inspection,Pending,2025-05-29,26.8
2025-05-31 07:03:45.218296,PKG7770,RFID-787820,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,25.5
2025-05-26 16:03:45.218303,PKG6780,RFID-860305,"Shanghai, China",Departed from origin facility,N/A,2025-05-27,24.9
2025-05-30 01:03:45.218310,PKG6434,RFID-501863,Pasig City,Delivered,N/A,2025-06-03,22.0
2025-05-31 15:03:45.218321,PKG6228,RFID-365970,Shanghai Customs,Cleared customs,Cleared,2025-06-04,27.3
2025-05-29 17:03:45.218334,PKG2980,RFID-146800,PH Customs,Cleared customs,Cleared,2025-06-02,16.7
2025-05-27 21:03:45.218445,PKG3701,RFID-389370,Pasig City Hub,Out for delivery,N/A,2025-05-31,24.7
2025-05-27 21:03:45.218460,PKG3040,RFID-350347,PH Customs,Under customs inspection,Pending,2025-06-01,18.8
2025-05-29 19:03:45.218468,PKG8428,RFID-307756,Shanghai Customs,Cleared customs,Cleared,2025-05-30,26.7
2025-05-26 18:03:45.218475,PKG1032,RFID-844539,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,18.7
2025-05-26 16:03:45.218484,PKG4937,RFID-588202,PH Customs,Under customs inspection,Pending,2025-05-27,17.0
2025-05-31 16:03:45.218492,PKG5961,RFID-449860,"Shanghai, China",Departed from origin facility,N/A,2025-06-05,24.2
2025-05-30 13:03:45.218499,PKG3162,RFID-884841,Pasig City Hub,Out for delivery,N/A,2025-06-01,28.7
2025-05-28 12:03:45.218507,PKG2963,RFID-719326,"Shenzhen, China",Package received,N/A,2025-06-02,28.9
2025-05-26 23:03:45.218515,PKG1693,RFID-456695,In Transit - Air,Flight en route to PH,N/A,2025-05-30,27.8
2025-05-30 16:03:45.218523,PKG8994,RFID-815925,Shanghai Customs,Cleared customs,Cleared,2025-05-31,21.2
2025-05-28 12:03:45.218530,PKG5279,RFID-890495,"Shenzhen, China",Package received,N/A,2025-05-30,29.1
2025-05-26 08:03:45.218538,PKG8252,RFID-190920,"Shenzhen, China",Package received,N/A,2025-05-29,18.7
2025-05-29 00:03:45.218545,PKG6753,RFID-663903,Shanghai Customs,Cleared customs,Cleared,2025-06-02,26.3
2025-05-27 11:03:45.218553,PKG6826,RFID-399809,Pasig City,Delivered,N/A,2025-05-29,21.2
2025-05-29 15:03:45.218561,PKG3563,RFID-149233,Shanghai Customs,Cleared customs,Cleared,2025-06-01,27.0
2025-05-27 08:03:45.218568,PKG9867,RFID-442678,"Shenzhen, China",Package received,N/A,2025-05-31,20.1
2025-05-29 18:03:45.218575,PKG8217,RFID-134989,Pasig City,Delivered,N/A,2025-06-03,28.0
2025-05-28 17:03:45.218583,PKG8953,RFID-258675,PH Customs,Under customs inspection,Pending,2025-05-30,15.7
2025-05-29 09:03:45.218591,PKG1156,RFID-774838,Pasig City Hub,Out for delivery,N/A,2025-06-03,27.3
2025-05-26 19:03:45.218599,PKG5260,RFID-538834,In Transit - Air,Flight en route to PH,N/A,2025-05-31,23.0
2025-05-31 08:03:45.218606,PKG2686,RFID-441297,In Transit - Air,Flight en route to PH,N/A,2025-06-02,28.4
2025-05-26 23:03:45.218613,PKG6288,RFID-561351,Shanghai Customs,Cleared customs,Cleared,2025-05-28,23.5
2025-05-28 08:03:45.218620,PKG5664,RFID-787141,Pasig City Hub,Out for delivery,N/A,2025-06-01,21.3
2025-05-30 12:03:45.218627,PKG9424,RFID-441390,In Transit - Air,Flight en route to PH,N/A,2025-05-31,22.1
2025-05-28 08:03:45.218634,PKG9112,RFID-994413,PH Customs,Under customs inspection,Pending,2025-05-30,22.9
2025-05-31 01:03:45.218641,PKG7265,RFID-432677,Shanghai Customs,Cleared customs,Cleared,2025-06-04,25.6
2025-05-31 12:03:45.218655,PKG3106,RFID-555185,"NAIA, Manila",Arrived in destination country,N/A,2025-06-04,19.7
2025-05-28 14:03:45.218663,PKG1033,RFID-976526,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,15.0
2025-05-29 06:03:45.218670,PKG6453,RFID-471524,Shanghai Customs,Cleared customs,Cleared,2025-06-03,23.5
2025-05-30 13:03:45.218678,PKG9931,RFID-888130,Pasig City,Delivered,N/A,2025-06-02,19.7
2025-05-28 01:03:45.218685,PKG1943,RFID-656752,PH Customs,Under customs inspection,Pending,2025-05-31,18.5
2025-05-29 16:03:45.218692,PKG5679,RFID-185984,Shanghai Customs,Cleared customs,Cleared,2025-05-31,19.1
2025-05-26 02:03:45.218700,PKG4306,RFID-276884,Pasig City Hub,Out for delivery,N/A,2025-05-27,16.7
2025-05-31 05:03:45.218708,PKG7834,RFID-998531,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,27.8
2025-05-28 20:03:45.218717,PKG1672,RFID-921462,PH Customs,Under customs inspection,Pending,2025-06-02,15.1
2025-05-29 14:03:45.218726,PKG8978,RFID-406975,PH Customs,Cleared customs,Cleared,2025-05-30,16.5
2025-05-29 11:03:45.218733,PKG3382,RFID-776574,PH Customs,Cleared customs,Cleared,2025-06-02,20.5
2025-05-26 19:03:45.218742,PKG1821,RFID-578675,PH Customs,Cleared customs,Cleared,2025-05-27,19.6
2025-05-28 16:03:45.218750,PKG7500,RFID-359738,Pasig City Hub,Out for delivery,N/A,2025-06-02,26.7
2025-05-27 23:03:45.218758,PKG9572,RFID-283967,Pasig City,Delivered,N/A,2025-05-28,21.0
2025-05-30 00:03:45.218766,PKG2542,RFID-100601,In Transit - Air,Flight en route to PH,N/A,2025-06-03,15.6
2025-05-27 06:03:45.218773,PKG7442,RFID-793110,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,17.3
2025-05-30 01:03:45.218780,PKG2000,RFID-741483,"Shenzhen, China",Package received,N/A,2025-05-31,15.9
2025-05-27 05:03:45.218788,PKG3442,RFID-316675,Pasig City Hub,Out for delivery,N/A,2025-05-28,24.7
2025-05-28 15:03:45.218795,PKG7864,RFID-582019,Shanghai Customs,Cleared customs,Cleared,2025-05-30,20.2
2025-05-26 16:03:45.218802,PKG8169,RFID-819817,In Transit - Air,Flight en route to PH,N/A,2025-05-29,29.0
2025-05-29 21:03:45.218809,PKG7796,RFID-898254,PH Customs,Cleared customs,Cleared,2025-05-30,26.0
2025-05-28 12:03:45.218817,PKG6175,RFID-205761,PH Customs,Cleared customs,Cleared,2025-06-02,29.2
2025-05-28 15:03:45.218826,PKG8349,RFID-404574,Pasig City,Delivered,N/A,2025-06-01,20.3
2025-05-28 15:03:45.218837,PKG2200,RFID-809602,Shanghai Customs,Cleared customs,Cleared,2025-06-02,21.9
2025-05-28 05:03:45.218845,PKG4722,RFID-474491,"Shenzhen, China",Package received,N/A,2025-05-29,24.2
2025-05-28 15:03:45.218853,PKG8734,RFID-358014,Pasig City Hub,Out for delivery,N/A,2025-06-01,15.9
2025-05-28 12:03:45.218860,PKG7217,RFID-347834,In Transit - Air,Flight en route to PH,N/A,2025-05-31,28.1
2025-05-30 17:03:45.218867,PKG4272,RFID-642465,Pasig City,Delivered,N/A,2025-06-01,27.5
2025-05-26 20:03:45.218875,PKG1154,RFID-403084,Pasig City,Delivered,N/A,2025-05-31,19.1
2025-05-27 16:03:45.218882,PKG3898,RFID-591498,Pasig City,Delivered,N/A,2025-05-29,24.9
2025-05-31 05:03:45.218889,PKG7045,RFID-277168,Pasig City Hub,Out for delivery,N/A,2025-06-02,23.4
2025-05-30 13:03:45.218896,PKG1186,RFID-550309,Pasig City,Delivered,N/A,2025-06-03,23.9
2025-05-27 13:03:45.218904,PKG9116,RFID-938689,"Shenzhen, China",Package received,N/A,2025-05-29,19.3
2025-05-27 05:03:45.218911,PKG6298,RFID-814982,PH Customs,Under customs inspection,Pending,2025-05-30,16.6
2025-05-29 23:03:45.218918,PKG8504,RFID-684507,Pasig City Hub,Out for delivery,N/A,2025-06-02,25.3
2025-05-27 23:03:45.218926,PKG1389,RFID-960343,Pasig City Hub,Out for delivery,N/A,2025-05-29,17.2
2025-05-25 19:03:45.218933,PKG9874,RFID-817672,"NAIA, Manila",Arrived in destination country,N/A,2025-05-28,24.1
2025-05-30 20:03:45.218940,PKG6101,RFID-926213,PH Customs,Under customs inspection,Pending,2025-05-31,17.7
2025-05-28 14:03:45.218947,PKG8135,RFID-751677,Pasig City Hub,Out for delivery,N/A,2025-05-29,23.0
2025-05-31 00:03:45.218954,PKG2379,RFID-438415,In Transit - Air,Flight en route to PH,N/A,2025-06-05,18.7
2025-05-28 01:03:45.218962,PKG8302,RFID-151342,Pasig City,Delivered,N/A,2025-06-02,23.0
2025-05-26 13:03:45.218971,PKG8890,RFID-326180,Shanghai Customs,Cleared customs,Cleared,2025-05-27,18.0
2025-05-30 11:03:45.218979,PKG2739,RFID-705593,"Shenzhen, China",Package received,N/A,2025-06-02,29.4
2025-05-26 04:03:45.218986,PKG9578,RFID-457913,In Transit - Air,Flight en route to PH,N/A,2025-05-30,21.7
2025-05-30 05:03:45.218993,PKG3449,RFID-290141,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,23.2
